formatted_address,name,place_id,types,price_level,res$results$geometry$location$lat,res$results$geometry$location$lng,res$results$opening_hours$open_now
"13, Talbot Green Retail Park Talbot Green, Parc Manwerthu CF72 8LW, United Kingdom",Argos,ChIJ1QdF60YRbkgRiQJbQPZnrOI,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,2,51.5373665,-3.3799572,TRUE
"Talbot Green Shopping Park, Unit 3B, Talbot Green, Pontyclun CF72 8SY, United Kingdom",GAME Talbot Green,ChIJkUr1lEYRbkgRXO1H9Rw3LN4,electronics_store|store|point_of_interest|establishment,,51.536548,-3.3809744,TRUE
"Ynysddu, Pontyclun CF72 9UD, UK",Drumming Solutions,ChIJo133MmcRbkgRItz8HteDof8,electronics_store|home_goods_store|school|store|point_of_interest|establishment,,51.525803,-3.392904,
"11 Coedcae Ln, Pontyclun CF72 9DX, UK",Stompbox Music Studios,ChIJrzfA-d8TbkgRPq18FoygmCE,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.5283252,-3.4006335,
"Unit 1/Cambrian Ind Est West Side/Coedcae La, Pontyclun CF72 9EX, United Kingdom",Push 4 Av,ChIJWevq-d8TbkgRj9d_DOkoH2I,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.528361,-3.4005952,
"44 Heol-Y-Coed, Pontyclun CF72 9AS, UK",Glenda Clwyd Harpist,ChIJ9ScF-U8RbkgRma79Zgg99DI,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.5245994,-3.382963,TRUE
"83 Talbot Rd, Talbot Green, Pontyclun CF72 8AE, UK",Fashion Support,ChIJRS3LcEYRbkgRoJlxf7Arq6I,clothing_store|electronics_store|store|point_of_interest|establishment,,51.5378255,-3.3831582,
"The Computer Shop, 99 Talbot Rd, Talbot Green, Pontyclun CF72 8AE, UK",IT Repairs Ltd,ChIJba7k10URbkgRKctz-2A7Zxo,electronics_store|store|point_of_interest|establishment,,51.5380459,-3.3826452,TRUE
"Llantwit House, Main Road Church Village, Pontypridd CF38 1RN, United Kingdom",Llantwit Television,ChIJV517EUUXbkgRE8Yv-6m8ZxE,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.564537,-3.318872,FALSE
"Green Park, Talbot Green, Pontyclun CF72 8RB, UK",Max Spielmann,ChIJrS6yGUcRbkgRij57DFpvvqw,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.5346537,-3.3776414,TRUE
"7 Clos Lancaster, Llantrisant, Pontyclun CF72 8QP, UK",John Roberts Drum Tutor,ChIJ21uVe0cRbkgRc7njZrwV5Yg,electronics_store|home_goods_store|school|store|point_of_interest|establishment,,51.5372898,-3.3771373,
"1-10 Fairfield Ln, Pontypridd CF37 5LN, UK",KCo Computer Services and Repairs,ChIJnc2jA2MXbkgR2ijUNxL_HO0,electronics_store|store|point_of_interest|establishment,,51.5820308,-3.3096935,TRUE
"129 Parc Bryn Derwen, Llanharan, Pontyclun CF72 9TX, UK",Megaray Aerials & Satellite Services Ltd,ChIJpzWEqp4TbkgRjWjqEexAy9o,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.5331158,-3.4449542,
"Swan St, Llantrisant CF72 8ED, UK",Llantrisant Ladies Choir,ChIJdWymzzcRbkgRpVUedqZ1U54,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.5423898,-3.3755779,
"3 Woodfield St, Bryncae, Pontyclun CF72 9RT, UK",Alex Glew Music,ChIJpc4D7HYTbkgRPclnS03lWKY,electronics_store|home_goods_store|school|store|point_of_interest|establishment,,51.5340288,-3.4559543,
"The Shopping Centre, Angel Central, 21 Parkfield St, London N1 0PS, United Kingdom",Argos,ChIJX9_1z0IbdkgR0_WN-aG_ZqQ,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,2,51.5340322,-0.1064807,TRUE
"Systems House, 383 Liverpool Rd, London N1 1NP, UK",MR Islington,ChIJJUX7u28bdkgRocj7ARRu7FA,electronics_store|store|point_of_interest|establishment,,51.5447897,-0.1076333,TRUE
"140 Offord Rd, London N1 1PF, UK",Bang & Olufsen Of Islington,ChIJBZ-xtGUbdkgRLyIqdtXrc9c,electronics_store|home_goods_store|store|point_of_interest|establishment,4,51.5435993,-0.1109299,TRUE
"50 Essex Rd, Islington, London N1 8LR, UK",Flashback Records,ChIJC2pUM2cbdkgRgFGfRFI2mxE,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.5376198,-0.0997436,TRUE
"1, Canonbury Yard, 190A New N Rd, Islington, London N1 7BS, UK",Grahams Hi-Fi,ChIJM7s7pJ8cdkgRqvI9l6-vJe4,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.5377403,-0.0908213,TRUE
"14-20 Chiswell St, London EC1Y 4TW, UK",Currys PC World Featuring Carphone Warehouse,ChIJR28cW6kcdkgRf321s0oScEg,electronics_store|home_goods_store|store|point_of_interest|establishment,2,51.5207948,-0.088945,TRUE
"35-37 Islington High St, The Angel, London N1 9LH, UK",Boots,ChIJibNxJkMbdkgRtwnS0bOqH4k,pharmacy|electronics_store|health|store|point_of_interest|establishment,,51.533015,-0.106447,TRUE
"370 Caledonian Rd, Islington, London N1 1DY, UK",Cartridge World (Islington) London,ChIJP3rRr2wbdkgRjknb2k0Qzso,electronics_store|store|point_of_interest|establishment,2,51.541687,-0.117037,TRUE
"60 Stoke Newington Rd, Hackney Downs, London N16 7XB, UK",IELECTRONIC UK London,ChIJ63QNjYscdkgRj1hu6kVpt-4,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.5523868,-0.0747809,TRUE
"36 Chapel Market, The Angel, London N1 9EN, UK",CeX,ChIJjb95qk0bdkgRFxZlnupuKTo,electronics_store|store|point_of_interest|establishment,1,51.5337384,-0.1077449,TRUE
"311-312 Upper St, The Angel, London N1 2TU, UK",Angel Recording Studios,ChIJr-BeDmcbdkgR_ajbjYus_ko,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.5378112,-0.1023198,TRUE
"121 Essex Rd, Islington, London N1 2SN, UK",Discovery Info Systems,ChIJqR16EmEbdkgRr2QjN7oD0Ek,electronics_store|store|point_of_interest|establishment,,51.5393627,-0.0982221,TRUE
"Carol St, Islington, London NW1 0HT, UK",Panny Hire Camera Hire London,ChIJORUYYhQbdkgRKU2DZDOZtY0,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.5402835,-0.1205792,TRUE
"436 Holloway Rd, London N7 6QA, UK",British Heart Foundation,ChIJk-hbDKAbdkgRjdzWb-6otTc,clothing_store|electronics_store|home_goods_store|book_store|store|point_of_interest|establishment,1,51.557468,-0.1185755,TRUE
"472 Holloway Rd, London N7 6HT, UK",Games 4 U,ChIJfeULaKAbdkgRQHfZzoKQP1w,electronics_store|store|point_of_interest|establishment,,51.558269,-0.119784,TRUE
"27 Chapel Market, The Angel, London N1 9EN, UK",Vue Prints,ChIJq5wg_0IbdkgRATEZKIutKSc,clothing_store|electronics_store|home_goods_store|store|point_of_interest|establishment,,51.5336375,-0.1085747,TRUE
"375 Holloway Rd, London N7 0RN, UK",CeX,ChIJD4dPqQobdkgRUCyK4C9hMNk,electronics_store|store|point_of_interest|establishment,1,51.5569113,-0.1186198,TRUE
"43-45 Seven Sisters Rd, London N7 6AX, UK",BrightHouse,ChIJCw8SJqAbdkgRDGoM5ab4FP4,department_store|electronics_store|furniture_store|home_goods_store|store|point_of_interest|establishment,,51.5590556,-0.1174994,TRUE
"206 Caledonian Rd, Islington, London N1 0SQ, UK",Computer Place London,ChIJwz-ivGobdkgRHlekQvnsG6w,electronics_store|store|point_of_interest|establishment,,51.5365133,-0.1163851,TRUE
"Unit 6 Kingsland Shopping Centre, London E8 2LX, United Kingdom",CeX,ChIJ34PT640cdkgRoOIfBPgqahc,electronics_store|store|point_of_interest|establishment,1,51.547624,-0.0748073,TRUE
"King Edward St, Perth PH1 5UB, UK",CeX,ChIJvZjtQRE7hkgRIfEjnOYUGs8,electronics_store|store|point_of_interest|establishment,1,56.395885,-3.430286,TRUE
"Unit 7, St Catherines Retail Park, St Catherine's Rd, Perth PH1 5XA, UK",Currys PC World Featuring Carphone Warehouse,ChIJh9eFrz87hkgR945s49jJuRE,electronics_store|home_goods_store|store|point_of_interest|establishment,2,56.4011765,-3.4406493,TRUE
"Halbeath Retail Park, Dunfermline KY11 4LP, United Kingdom",Currys PC World Featuring Carphone Warehouse,ChIJg8n6_u7Nh0gRP6ZnT6fkQTY,electronics_store|home_goods_store|store|point_of_interest|establishment,2,56.0815721,-3.4082142,TRUE
"19-23 High St, Dunfermline KY12 7DL, UK",Euronics,ChIJcQzhViHSh0gRFvS5cVEugCk,electronics_store|store|point_of_interest|establishment,,56.0710593,-3.4630969,TRUE
"Longforgan, Dundee DD2 5EB, UK",Tokheim Solutions UK Ltd,ChIJFSQHo2FBhkgRS3kYzYL-2U8,electronics_store|store|point_of_interest|establishment,,56.4591195,-3.1233047,
"15-17 Kinnoull St, Perth PH1 5EN, UK",E-Computers,ChIJ3dHqBhQ7hkgRrYYa-hAun7o,electronics_store|store|point_of_interest|establishment,,56.3970456,-3.4323469,TRUE
"52-62 High St, Perth PH1 5TH, UK",Argos,ChIJMVZZfBE7hkgRWYcNrTi-ow4,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,2,56.3965712,-3.4281457,TRUE
"42 Scott St, Perth PH1 5EH, UK",JRS Photo Hardware,ChIJg6-xthY7hkgRJahoRnMyT7g,electronics_store|home_goods_store|store|point_of_interest|establishment,,56.3955084,-3.4321992,TRUE
"Unit 19, St John's Centre, St John's Square, Perth PH1 5UX, United Kingdom",GAME Perth,ChIJPYsaUhE7hkgRLqcC-xDCUIA,electronics_store|store|point_of_interest|establishment,,56.3962996,-3.4310033,TRUE
"3, St Catherines Retail Park, St Catherine's Rd, Perth PH1 5XA, UK",Halfords,ChIJaT4HixU7hkgRM9Rq9lqL8vA,clothing_store|bicycle_store|electronics_store|car_repair|store|point_of_interest|establishment,,56.4002853,-3.4427663,TRUE
"Blairgowrie Road, Perth PH2 6AB, United Kingdom",Osprey Tunnels Ltd,ChIJhaBZ1GM8hkgRCTCtutb97Ls,electronics_store|store|point_of_interest|establishment,,56.441774,-3.411362,
"13 Charlotte St, Perth PH1 5LW, UK",John Ross Smart Home Solutions,ChIJ9VgLrRM7hkgRuWYpWXedFJg,electronics_store|store|point_of_interest|establishment,,56.3989232,-3.4285359,TRUE
"36 Matthews Dr, Perth PH1 2UR, UK",Billy Black Electrical Ltd,ChIJfx9Daa0khkgRL2BLX0RvBZ4,electrician|electronics_store|home_goods_store|store|point_of_interest|establishment,,56.4132062,-3.4751837,TRUE
"9 St Paul's Square, Perth PH1 5QW, UK",Bandwagon,ChIJydXEgRY7hkgR-sa9U58pWoQ,electronics_store|home_goods_store|store|point_of_interest|establishment,,56.3964668,-3.4351969,TRUE
"15 Scott St, Perth PH1 5EJ, UK",Concorde Music Shop,ChIJCcRJrxY7hkgR444-gATn1_s,electronics_store|home_goods_store|store|point_of_interest|establishment,,56.396233,-3.432596,TRUE
"113 High St, Kinross KY13 8AQ, UK",FIFE Computers,ChIJ2eXrhGEyhkgRLal-6VnVf5g,electronics_store|store|point_of_interest|establishment,,56.20335,-3.420771,TRUE
"Retail Park, Unit 3 Kingsway W, Dundee DD3 8RX, UK",Currys PC World Featuring Carphone Warehouse,ChIJx5QcvCBdhkgR_n_qV3jiXMA,electronics_store|home_goods_store|store|point_of_interest|establishment,2,56.48028,-2.9925361,TRUE
"25 High St, Perth PH1 5TJ, UK",British Heart Foundation,ChIJZ0fQKhI7hkgRiw9QQrnTlfE,clothing_store|electronics_store|home_goods_store|book_store|store|point_of_interest|establishment,1,56.3968617,-3.4274108,TRUE
"9 Crieff Rd, Perth PH1 2RS, UK",CAR RADIO SERVICES,ChIJT6ClHUc7hkgRkA54k2MtvgQ,electronics_store|car_repair|store|point_of_interest|establishment,,56.4044514,-3.4501899,
"25 Bertha Park View, Perth PH1 3FZ, UK",Unite Security & Electrical Ltd,ChIJBWOY96UkhkgR_f_-HPC_CC4,electrician|electronics_store|store|point_of_interest|establishment,,56.418104,-3.486886,TRUE
"Kempthorne Street, 5, Gravesend DA11 0TA, United Kingdom",Argos Gravesend,ChIJZy_s_Bq22EcRutMm6YIZMvY,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,2,51.442988,0.366843,TRUE
"Unit 21 Thamesgate Shopping Centre, Gravesend DA11 0AU, United Kingdom",CeX,ChIJy2SgIxu22EcRCsSTo_kDy28,electronics_store|store|point_of_interest|establishment,1,51.441938,0.3683324,TRUE
"97 Lower Higham Rd, Gravesend DA12 2NQ, UK",Chalk Computer Centre Ltd,ChIJ4zQ8worJ2EcRuAbNZp2U0oE,electronics_store|store|point_of_interest|establishment,,51.4319729,0.4006608,TRUE
"1 Townfield Corner, Gravesend DA12 1HP, United Kingdom",Sinbosen power amplifier,ChIJE5ZRoEPJ2EcRupkD4G8SXM4,electronics_store|store|point_of_interest|establishment,,51.4341137,0.379445,TRUE
"40 Fairlight Cross, New Barn, Longfield DA3 7JD, UK",Black Star TV/Electronics Repair,ChIJXUQJTqu12EcR4_XiT4Rp6R4,electronics_store|store|point_of_interest|establishment,,51.3930319,0.3285052,
"K3, Imperial Business Park, Thames Way, Gravesend DA11 0DQ, UK",Halfords,ChIJpcNqinG22EcRtj_tQoLKEM4,clothing_store|bicycle_store|electronics_store|car_repair|store|point_of_interest|establishment,,51.445199,0.3598398,TRUE
"5-6, Thames Way, Gravesend DA11 0AU, UK",BrightHouse,ChIJfSgaPxu22EcRJ4pmBMzqVv0,department_store|electronics_store|furniture_store|home_goods_store|store|point_of_interest|establishment,,51.4418251,0.367614,TRUE
"Wingfield Bank, Springhead Rd, Northfleet, Gravesend DA11 8JH, UK",Argos Pepper Hill,ChIJZw174n622EcR0eZxBeVSNK0,department_store|clothing_store|electronics_store|jewelry_store|furniture_store|home_goods_store|store|point_of_interest|establishment,2,51.4300584,0.3331951,TRUE
"8 Harmer St, Gravesend DA12 2AX, UK",Elephant Music (Kent) Ltd,ChIJvxjKDx222EcR4qRMyFTkkv0,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.4429349,0.3738625,TRUE
"97A Windmill St, Gravesend DA12 1LE, UK",Noonan Custom & Vintage Drums,ChIJ9bWbGQS22EcRabuUtLf0Znc,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.4361833,0.3687921,
"20 Stone St, Gravesend DA11 0NP, UK",SLC Alarms,ChIJ6wUCI5W22EcRDZpHgFlNtiI,electronics_store|store|point_of_interest|establishment,,51.4407706,0.3684926,TRUE
"163 Parrock St, Gravesend DA12 1ER, UK",Ink Cartridges Toners Gravesend Kent,ChIJC-GrRQO22EcRBuSjiUkSJMk,electronics_store|store|point_of_interest|establishment,,51.4400632,0.3709041,TRUE
"unit 3 canal indutrial estate, Canal Road, Gravesend DA12 2PA, United Kingdom",Gravesend Sound & Lighting,ChIJXX6Q0_rJ2EcRhjuuwQMu1Gw,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.4407186,0.384689,TRUE
"58 Bellman Ave, Gravesend DA12 1RE, UK",Cloud Linked UK,ChIJJdcdq_fJ2EcR_Hg8JmHk7fQ,electronics_store|store|point_of_interest|establishment,,51.4328075,0.3913398,TRUE
"61 Pelham Rd S, Gravesend DA11 8QS, UK",Game Shack,ChIJww89jOu32EcRdy4Suuw16Nw,electronics_store|store|point_of_interest|establishment,,51.4344246,0.3544181,TRUE
"Esprit House, The Railway Sidings, Meopham, Gravesend DA13 0YS, UK",991.com,ChIJfZDPnHe12EcROOySFf0D04A,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.385928,0.3626948,TRUE
"11 Station Rd, Northfleet, Gravesend DA11 9DY, UK",Verbo Computers - Not a shop. Call for appointment,ChIJ05Mi4Iu22EcRDpZNTJZB6wY,electronics_store|store|point_of_interest|establishment,,51.446274,0.324216,TRUE
"4 Manor Rd, Gravesend DA12 1AA, UK",Ri Records,ChIJT1YIqhy22EcRxefAmOsyU30,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.4412658,0.3700105,TRUE
"St. George's Centre, 24 Wakefield Street, Gravesend DA11 0TD, UK",Planet Game hub ltd,ChIJ8anYUXG32EcReLPaPVGXuRU,electronics_store|store|point_of_interest|establishment,,51.4433103,0.3668265,TRUE
"Unit 2 42, Kempthorne Street, Gravesend DA11 0TA, UK",Klick Photopoint,ChIJZ_8C_Rq22EcRsRRkyS12UVw,electronics_store|home_goods_store|store|point_of_interest|establishment,,51.4429897,0.3668447,
"268 Deansgate, Manchester M3 4JB, UK","Richer Sounds, Manchester City Centre",ChIJr_YPA-ixe0gRQKk8ncLDR-Y,electronics_store|home_goods_store|store|point_of_interest|establishment,2,53.4774285,-2.2502538,TRUE
"93, Halle Mall, Arndale, Manchester M4 3AQ, United Kingdom",Currys PC World,ChIJb9VkKcexe0gReOaRlmxkJkQ,electronics_store|home_goods_store|store|point_of_interest|establishment,2,53.4829798,-2.2421991,TRUE
"26 Market St, Manchester M1 1PW, UK",Samsung Experience Store | Manchester,ChIJk5-NKsexe0gRAb8FG2JHWgs,electronics_store|store|point_of_interest|establishment,,53.4827926,-2.243581,TRUE
"1 intu Trafford Centre, Peel Avenue, Manchester M17 8AA, United Kingdom",Samsung,ChIJw7ADYLuue0gRx9ZIBGaV_rk,electronics_store|store|point_of_interest|establishment,,53.466209,-2.349099,TRUE
"Hollinwood Works, Wickentree Lane, Hollinwood, Oldham OL9 7AA, United Kingdom",Electrical-Deals,ChIJ00vC7Tm3e0gR9OXpxn7q4Eg,electronics_store|home_goods_store|store|point_of_interest|establishment,,53.5177448,-2.1479023,TRUE
"146 Peel Avenue, Stretford, Manchester M17 8BL, UK",Apple Trafford Centre,ChIJgQX9ogyue0gRog_J1tOuzog,electronics_store|store|point_of_interest|establishment,3,53.465919,-2.34655,TRUE
"New Cannon Street Mall M4 3AJ, United Kingdom",Apple Manchester Arndale,ChIJq6qq1cCxe0gRwf-wUOXbuwI,electronics_store|store|point_of_interest|establishment,3,53.4836301,-2.2408697,TRUE
"Speakers Court, 1, Gladstone Rd, Farnworth, Bolton BL4 7EH, United Kingdom",Modern Radio,ChIJ_x1F5xeme0gRfq1-QNY4QEY,electronics_store|store|point_of_interest|establishment,,53.5518694,-2.4022058,TRUE
"Snipe Retail Park, Unit 17, Manchester Rd, Ashton-under-Lyne OL7 0DN, United Kingdom",Currys PC World Featuring Carphone Warehouse,ChIJlbWWPpO2e0gRw0UL6VLoP6Q,electronics_store|home_goods_store|store|point_of_interest|establishment,2,53.4788267,-2.1225929,TRUE
"Unit C, cheetham hill retail park, Elizabeth St, Manchester M8 8BB, UK",Currys PC World Featuring Carphone Warehouse,ChIJI5J6NLWxe0gRmaYzEIR63Tk,electronics_store|home_goods_store|store|point_of_interest|establishment,2,53.4994069,-2.237197,TRUE
"Unit 7, The Peel Centre, Stockport, Great Portwood St, Stockport SK1 2HD, UK",Currys PC World Featuring Carphone Warehouse,ChIJnwkRNYe0e0gRFGNHrwFb_44,electronics_store|home_goods_store|store|point_of_interest|establishment,2,53.414551,-2.1488309,TRUE
"Manchester Airport, Terminal 2, Manchester M90 4BS, United Kingdom",Dixons Travel,ChIJ10IaUrBSekgRdYbKv_k9-BM,electronics_store|store|point_of_interest|establishment,,53.3673852,-2.2800005,TRUE
"101 Deansgate, Manchester M3 2BQ, UK",Vip Electronic Cigarette,ChIJy-jHpMOxe0gRhlj0mVbB6b0,electronics_store|store|point_of_interest|establishment,,53.4812014,-2.2475638,TRUE
"Hollinwood Works/Manchester Rd, Oldham OL9 7AA, United Kingdom",Electrotec International Ltd,ChIJ6xbE7Tm3e0gRTCdwYEMbpyw,electronics_store|store|point_of_interest|establishment,,53.5175141,-2.1475686,TRUE
"Manchester Airport, Terminal 3, Manchester M90 1QX, UK",Dixons Travel,ChIJiUBRLrFSekgR-F02cASHLxY,electronics_store|store|point_of_interest|establishment,,53.3606489,-2.2704393,TRUE
"Manchester Airport, Terminal 1, Manchester M90 1QX, UK",Dixons Travel,ChIJiUBRLrFSekgRh5h5qgO8aUw,electronics_store|store|point_of_interest|establishment,,53.3614468,-2.2739574,TRUE
"The Old Cricket Ground, Dane St, Rochdale OL12 6XT, United Kingdom",Currys PC World Featuring Carphone Warehouse,ChIJ_V66PVm5e0gR_2awc2UMepY,electronics_store|home_goods_store|store|point_of_interest|establishment,2,53.6156621,-2.1659685,TRUE
"117 Peel Avenue, Upper Mall, Dumplington, Stretford, Manchester M17 8BN, UK",Currys PC World Featuring Carphone Warehouse,ChIJe_orXbWpe0gR07tfpGq0zZU,electronics_store|home_goods_store|store|point_of_interest|establishment,2,53.4645366,-2.3468198,TRUE
"466 Halliwell Rd, Bolton BL1 8AN, UK",Simply Electricals - Euronics Electrical Appliances Retailer,ChIJ9bPUkxqne0gR0yzvB6WinJM,electronics_store|home_goods_store|store|point_of_interest|establishment,,53.5947085,-2.4447447,TRUE
"Aria House, 2 Belle Vue Ave, Pottery Lane, Manchester M12 4AS, UK",Aria Technology,ChIJ8fAex3yxe0gR057rNBOvpf0,electronics_store|store|point_of_interest|establishment,,53.460717,-2.198345,TRUE
"28 High St, Merthyr Tydfil CF47 8DP, UK",The New Crown,ChIJ60rK8aA7bkgRLRN82-C1vu4,bar|point_of_interest|establishment,2,51.7437928,-3.3779962,TRUE
"Rhydycar Leisure Park A4102 CF48 1UT, United Kingdom",Harvester Merthyr Tydfil,ChIJ500N2aE7bkgRXn0rmewTsSg,restaurant|bar|meal_takeaway|food|point_of_interest|establishment,2,51.739568,-3.3784,TRUE
"102-103 High St, Merthyr Tydfil CF47 8AP, UK",Y Dic Penderyn,ChIJyVnxPqc7bkgRAOAf0ZuCCJM,bar|point_of_interest|establishment,1,51.7473776,-3.3782391,TRUE
"Masonic St, Merthyr Tydfil CF47 8DW, UK",Merthyr conservative club,ChIJHcqD66A7bkgRCy6GdirYXq0,bar|point_of_interest|establishment,2,51.744072,-3.3777917,TRUE
"102-103 High St, Merthyr Tydfil CF47 8AP, UK",Wetherspoon,ChIJr-cHFKc7bkgRveykliWdv18,bar|point_of_interest|establishment,1,51.7473696,-3.3784418,TRUE
"Morlais Buildings, 3, Merthyr Tydfil CF47 8UL, United Kingdom",Portugalles,ChIJNYlqlKc7bkgRqXYD4odfQik,bar|restaurant|food|point_of_interest|establishment,,51.7489374,-3.3769395,TRUE
"1A Castle St, Merthyr Tydfil CF47 8SJ, UK",The Winchester Bar,ChIJH4t0Hqc7bkgR2qXDirpoBUM,bar|point_of_interest|establishment,1,51.7470743,-3.3791951,FALSE
"31-33 Mount Pleasant St, Dowlais, Merthyr Tydfil CF48 3AF, UK",Morlais Tavern,ChIJyQS5wuE6bkgRZPfCe1hGuRA,bar|point_of_interest|establishment,2,51.7631142,-3.3569771,TRUE
"5 Church St, Merthyr Tydfil CF47 0BW, UK",The Brunswick Bar,ChIJdf5B5gk7bkgRRysSGhJ_4gI,bar|restaurant|food|store|lodging|point_of_interest|establishment,,51.7469295,-3.3758805,FALSE
"High St, Merthyr Tydfil CF47 8UD, UK",The Anchor,ChIJ6Q7ad6c7bkgR6EVBhRRVN18,bar|point_of_interest|establishment,,51.748379,-3.3775861,
"Brecon Rd, Merthyr Tydfil CF47 8NR, UK",Grawen Arms,ChIJPcoMFq87bkgRze2IiDQdoV8,bar|point_of_interest|establishment,2,51.752044,-3.384477,FALSE
"95-96 High St, Merthyr Tydfil CF47 8UD, UK",Ye Old Express,ChIJSwj-nac7bkgR2oCL4-0-ca8,bar|point_of_interest|establishment,,51.7484162,-3.3778358,TRUE
"61 Victoria St, Dowlais, Merthyr Tydfil CF48 3RW, UK",The Bruce Hotel,ChIJufatrOE6bkgROuDn_Kq4DVY,bar|point_of_interest|establishment,,51.7644808,-3.356483,TRUE
"5 Glebeland St, Merthyr Tydfil CF47 8AU, UK",V N U,ChIJmQsTJac7bkgR2YqZNH639Q0,bar|point_of_interest|establishment,1,51.7464795,-3.3789339,TRUE
"High St, Merthyr Tydfil CF47 8BF, UK",Wetherspoon Free House,ChIJf8umFKc7bkgRFnkMSW9KvO4,bar|point_of_interest|establishment,1,51.7473817,-3.3781826,TRUE
"1 Glebeland St, Merthyr Tydfil CF47 8AU, UK",The Belle Vue Hotel,ChIJ3XLbJac7bkgR2Ci2tnLlnlQ,bar|point_of_interest|establishment,,51.7463426,-3.3786133,TRUE
"Castle St, Merthyr Tydfil CF47 8BG, UK",The Iron Dragon,ChIJO9uvF1s7bkgRhvZOpT3go-g,bar|point_of_interest|establishment,,51.7471179,-3.3789168,TRUE
"Rhydycar Leisure Park, Merthyr Tydfil CF48 1DH, United Kingdom",Dragonfly Merthyr Tydfil,ChIJJ0v170bEdkgRFXJkLaZzgxo,bar|restaurant|food|point_of_interest|establishment,1,51.7378651,-3.378326,TRUE
"Merthyr Tydfil CF48 1AY, United Kingdom",The Celtic Bar,ChIJM3uNOKQ7bkgR7DYjzz8po9o,bar|point_of_interest|establishment,,51.7473015,-3.3842176,
"89 High St, Merthyr Tydfil CF47 8UD, UK",The Vulcan Inn,ChIJszNGdKc7bkgR5Q_MfRTs6ww,bar|point_of_interest|establishment,,51.7482709,-3.3779262,
"Dinorben Arms, Bodfari LL16 4DA, United Kingdom",The Dinorben Arms,ChIJryMI8VEsZUgRVg3QmensxzU,bar|restaurant|food|point_of_interest|establishment,2,53.2200324,-3.3601273,TRUE
"Dee Ln, Llangollen LL20 8PN, UK",The Corn Mill,ChIJpe78Nte1ekgR7aLptOVE6BE,bar|restaurant|food|point_of_interest|establishment,2,52.9707334,-3.1712178,TRUE
"Holywell Road, Rhuallt, Saint Asaph LL17 0AW, United Kingdom",White House Restaurant & Rooms,ChIJ0Q85TPorZUgRN3SQOPwv-sI,bar|restaurant|food|lodging|point_of_interest|establishment,,53.263585,-3.396637,TRUE
"B5429, Graig-fechan, Ruthin LL15 2EU, UK",Three Pigeons Inn,ChIJ0TMwmlPLekgRVD5oApQWm1U,campground|bar|park|restaurant|food|lodging|point_of_interest|establishment,,53.0806275,-3.2744996,TRUE
"51 Rhyl Rd, Denbigh LL16 5TG, UK",Con Amici,ChIJ-wqY1nIuZUgRL1OVch31ukA,bar|restaurant|food|point_of_interest|establishment,2,53.1903169,-3.4084186,TRUE
"The Roe, Saint Asaph LL17 0HY, UK",Talardy Hotel St Asaph,ChIJRzF4GywpZUgRZYy-nyY05tI,bar|restaurant|food|lodging|point_of_interest|establishment,,53.2614049,-3.4537447,TRUE
"St Peter's Square, Ruthin LL15 1AA, UK",The Castle Hotel - J D Wetherspoon,ChIJNT-LOBYzZUgRw98XP8Cfrug,bar|lodging|point_of_interest|establishment,,53.1146104,-3.3103745,TRUE
"Corwen LL21 9AU, United Kingdom",The Grouse Inn,ChIJx7af9WFKZUgRJSXN1a279F4,bar|point_of_interest|establishment,2,52.9836888,-3.3199766,TRUE
"Waterfall Rd, Dyserth LL18 6ET, UK",The New Inn,ChIJ386wfIEpZUgRXnr_SF_i5KY,bar|restaurant|food|point_of_interest|establishment,2,53.302835,-3.418419,TRUE
"Cilcain Rd, Mold CH7 5EH, UK",The Crown Inn,ChIJFe76QnXSekgRhgguPzQiTEc,bar|restaurant|food|lodging|point_of_interest|establishment,,53.1725035,-3.2034164,TRUE
"7 Bridge St, Llangollen LL20 8PG, UK",Fouzi's Café Bar & Pizzeria,ChIJVeodYtC1ekgRZPx4w6VwjXQ,cafe|bar|restaurant|food|point_of_interest|establishment,2,52.970647,-3.170127,TRUE
